t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP
21.330952,0.982,-0.148,-0.02,,-85.0,-79.0
21.381,0.974,-0.144,-0.026,,-85.0,-79.0
21.430856,0.972,-0.136,-0.01,,-86.0,-80.0
21.480904,0.972,-0.142,-0.004,,-86.0,-80.0
21.530952,0.982,-0.154,-0.01,,-86.0,-80.0
21.581,0.974,-0.14,-0.002,,-86.0,-80.0
21.630856,0.964,-0.138,-0.008,,-86.0,-79.0
21.680904,0.958,-0.146,-0.016,,-86.0,-79.0
21.730952,0.966,-0.144,-0.016,,-86.0,-79.0
21.781,0.974,-0.138,-0.008,,-86.0,-79.0
21.830856,0.966,-0.142,-0.008,,-88.0,-83.0
21.880904,0.95,-0.148,-0.008,,-88.0,-83.0
21.930952,0.966,-0.136,0.008,,-88.0,-83.0
21.981,0.926,-0.144,-0.016,,-88.0,-83.0
22.031856,0.978,-0.136,-0.018,,-88.0,-80.0
22.081904,0.968,-0.148,-0.016,,-88.0,-80.0
22.131952,0.972,-0.144,-0.016,,-88.0,-80.0
22.182,0.966,-0.136,-0.016,,-88.0,-80.0
22.231856,0.966,-0.148,-0.02,,-89.0,-79.0
22.281904,0.974,-0.136,-0.026,,-89.0,-79.0
22.331952,0.976,-0.136,-0.018,,-89.0,-79.0
22.382,0.972,-0.144,-0.02,,-89.0,-79.0
22.431856,0.96,-0.136,-0.02,-88.0,-87.0,-80.0
22.481904,0.974,-0.13,-0.028,-88.0,-87.0,-80.0
22.531952,0.972,-0.122,-0.02,-88.0,-87.0,-80.0
22.582,0.97,-0.136,-0.028,-88.0,-87.0,-80.0
22.631856,0.974,-0.128,-0.024,-89.0,-84.0,-80.0
22.681904,0.982,-0.136,-0.024,-89.0,-84.0,-80.0
22.731952,0.978,-0.132,-0.026,-89.0,-84.0,-80.0
22.782,0.966,-0.122,-0.01,-89.0,-84.0,-80.0
22.831856,0.968,-0.126,0.006,,-84.0,-81.0
22.881904,0.962,-0.13,-0.028,,-84.0,-81.0
22.931952,0.972,-0.128,-0.002,,-84.0,-81.0
22.982,0.974,-0.122,-0.016,,-84.0,-81.0
23.032856,0.976,-0.122,-0.016,-88.0,-82.0,-81.0
23.082904,0.974,-0.154,-0.014,-88.0,-82.0,-81.0
23.132952,0.966,-0.126,-0.004,-88.0,-82.0,-81.0
23.183,0.966,-0.13,-0.014,-88.0,-82.0,-81.0
23.232856,0.968,-0.128,-0.02,-88.0,-81.0,-80.0
23.282904,0.968,-0.114,-0.016,-88.0,-81.0,-80.0
23.332952,0.974,-0.118,-0.014,-88.0,-81.0,-80.0
23.383,0.966,-0.122,-0.004,-88.0,-81.0,-80.0
23.432856,0.976,-0.114,-0.008,-87.0,-81.0,-80.0
23.482904,0.974,-0.136,-0.004,-87.0,-81.0,-80.0
23.532952,0.976,-0.144,-0.002,-87.0,-81.0,-80.0
23.583,0.97,-0.136,-0.012,-87.0,-81.0,-80.0
23.632856,0.976,-0.136,-0.014,-89.0,-82.0,-80.0
23.682904,0.972,-0.128,-0.014,-89.0,-82.0,-80.0
23.732952,0.96,-0.132,-0.016,-89.0,-82.0,-80.0
23.783,0.972,-0.136,-0.008,-89.0,-82.0,-80.0
23.832856,0.976,-0.128,-0.012,-89.0,-81.0,-80.0
23.882904,0.968,-0.13,-0.014,-89.0,-81.0,-80.0
23.932952,0.976,-0.132,-0.026,-89.0,-81.0,-80.0
23.983,0.96,-0.128,-0.008,-89.0,-81.0,-80.0
24.032856,0.978,-0.138,-0.008,-88.0,-82.0,-80.0
24.082904,0.96,-0.128,-0.012,-88.0,-82.0,-80.0
24.132952,0.974,-0.128,-0.016,-88.0,-82.0,-80.0
24.183,0.96,-0.134,-0.01,-88.0,-82.0,-80.0
24.233856,0.972,-0.136,-0.018,-89.0,-81.0,-80.0
24.283904,0.982,-0.138,-0.016,-89.0,-81.0,-80.0
24.333952,0.974,-0.142,-0.008,-89.0,-81.0,-80.0
24.384,0.958,-0.13,-0.004,-89.0,-81.0,-80.0
24.433856,0.972,-0.144,-0.016,-89.0,-82.0,-79.0
24.483904,0.958,-0.136,-0.014,-89.0,-82.0,-79.0
24.533952,0.972,-0.142,-0.002,-89.0,-82.0,-79.0
24.584,0.958,-0.128,-0.024,-89.0,-82.0,-79.0
24.633856,0.982,-0.136,-0.016,-89.0,-86.0,-80.0
24.683904,0.966,-0.136,-0.016,-89.0,-86.0,-80.0
24.733952,0.974,-0.138,-0.016,-89.0,-86.0,-80.0
24.784,0.976,-0.13,-0.01,-89.0,-86.0,-80.0
24.833856,0.93,-0.144,-0.026,-88.0,-83.0,-80.0
24.883904,0.97,-0.142,-0.018,-88.0,-83.0,-80.0
24.933952,0.962,-0.136,-0.026,-88.0,-83.0,-80.0
24.984,0.978,-0.136,-0.018,-88.0,-83.0,-80.0
25.033856,0.95,-0.148,-0.008,-89.0,-83.0,-79.0
25.083904,0.972,-0.132,-0.026,-89.0,-83.0,-79.0
25.133952,0.962,-0.138,-0.014,-89.0,-83.0,-79.0
25.184,0.968,-0.146,-0.012,-89.0,-83.0,-79.0
25.234856,0.93,-0.148,-0.016,-89.0,-83.0,-80.0
25.284904,0.968,-0.138,-0.016,-89.0,-83.0,-80.0
25.334952,0.966,-0.136,-0.01,-89.0,-83.0,-80.0
25.385,0.974,-0.136,-0.008,-89.0,-83.0,-80.0
25.434856,0.974,-0.154,-0.02,-88.0,-84.0,-80.0
25.484904,0.966,-0.142,-0.01,-88.0,-84.0,-80.0
25.534952,0.96,-0.142,-0.026,-88.0,-84.0,-80.0
25.585,0.974,-0.144,-0.008,-88.0,-84.0,-80.0
25.634856,0.96,-0.136,-0.002,-89.0,-84.0,-80.0
25.684904,0.966,-0.144,-0.02,-89.0,-84.0,-80.0
25.734952,0.966,-0.142,-0.01,-89.0,-84.0,-80.0
25.785,0.966,-0.148,-0.01,-89.0,-84.0,-80.0
25.834856,0.978,-0.144,-0.008,,-85.0,-80.0
25.884904,0.972,-0.152,-0.018,,-85.0,-80.0
25.934952,0.966,-0.136,-0.008,,-85.0,-80.0
25.985,0.962,-0.146,-0.014,,-85.0,-80.0
26.034856,0.96,-0.154,-0.014,-100.0,-88.0,-80.0
26.084904,0.976,-0.154,-0.018,-100.0,-88.0,-80.0
26.134952,0.96,-0.154,-0.014,-100.0,-88.0,-80.0
26.185,0.966,-0.158,-0.018,-100.0,-88.0,-80.0
26.235856,0.952,-0.16,-0.004,-89.0,-89.0,-81.0
26.285904,0.972,-0.154,-0.032,-89.0,-89.0,-81.0
26.335952,0.968,-0.164,-0.008,-89.0,-89.0,-81.0
26.386,0.972,-0.148,-0.01,-89.0,-89.0,-81.0
26.435856,0.972,-0.158,-0.002,-90.0,-90.0,-82.0
26.485904,0.966,-0.168,-0.016,-90.0,-90.0,-82.0
26.535952,0.968,-0.162,-0.018,-90.0,-90.0,-82.0
26.586,0.968,-0.154,-0.016,-90.0,-90.0,-82.0
26.635856,0.952,-0.164,-0.01,-93.0,-94.0,-85.0
26.685904,0.972,-0.154,-0.012,-93.0,-94.0,-85.0
26.735952,0.966,-0.168,-0.01,-93.0,-94.0,-85.0
26.786,0.984,-0.156,-0.02,-93.0,-94.0,-85.0
26.835856,0.974,-0.158,-0.014,-91.0,-87.0,-89.0
26.885904,0.96,-0.17,-0.024,-91.0,-87.0,-89.0
26.935952,0.974,-0.168,-0.03,-91.0,-87.0,-89.0
26.986,0.968,-0.16,-0.02,-91.0,-87.0,-89.0
27.035856,0.972,-0.158,-0.03,-93.0,,-88.0
27.085904,0.968,-0.16,-0.024,-93.0,,-88.0
27.135952,0.972,-0.164,-0.026,-93.0,,-88.0
27.186,0.974,-0.164,-0.026,-93.0,,-88.0
27.236856,0.966,-0.18,-0.032,-92.0,-97.0,-84.0
27.286904,0.958,-0.164,-0.026,-92.0,-97.0,-84.0
27.336952,0.962,-0.178,-0.05,-92.0,-97.0,-84.0
27.387,0.958,-0.176,-0.05,-92.0,-97.0,-84.0
27.436856,0.966,-0.176,-0.04,-91.0,-83.0,-84.0
27.486904,0.966,-0.168,-0.04,-91.0,-83.0,-84.0
27.536952,0.974,-0.176,-0.016,-91.0,-83.0,-84.0
27.587,0.974,-0.178,-0.016,-91.0,-83.0,-84.0
27.636856,0.924,-0.18,-0.02,-93.0,-84.0,-84.0
27.686904,0.966,-0.16,-0.014,-93.0,-84.0,-84.0
27.736952,0.974,-0.164,-0.016,-93.0,-84.0,-84.0
27.787,0.974,-0.16,-0.024,-93.0,-84.0,-84.0
27.836856,0.914,-0.162,-0.02,-100.0,-84.0,-83.0
27.886904,0.958,-0.158,-0.008,-100.0,-84.0,-83.0
27.936952,0.966,-0.16,-0.02,-100.0,-84.0,-83.0
27.987,0.96,-0.154,-0.018,-100.0,-84.0,-83.0
28.036856,0.92,-0.154,-0.018,-92.0,-84.0,-84.0
28.086904,0.966,-0.154,-0.002,-92.0,-84.0,-84.0
28.136952,0.966,-0.148,-0.008,-92.0,-84.0,-84.0
28.187,0.96,-0.16,0.006,-92.0,-84.0,-84.0
28.237856,0.96,-0.158,-0.008,-93.0,-84.0,-84.0
28.337952,0.974,-0.162,-0.01,-93.0,-84.0,-84.0
28.388,0.944,-0.16,0.012,-93.0,-84.0,-84.0
28.437856,0.966,-0.178,0.008,-92.0,-84.0,-83.0
28.487904,0.966,-0.158,0.016,-92.0,-84.0,-83.0
28.588,0.972,-0.154,0.006,-92.0,-84.0,-83.0
28.637856,0.974,-0.148,0.006,-94.0,-84.0,-84.0
28.687904,0.962,-0.146,0.008,-94.0,-84.0,-84.0
28.737952,0.966,-0.152,-0.004,-94.0,-84.0,-84.0
28.788,0.968,-0.154,-0.008,-94.0,-84.0,-84.0
28.837856,0.946,-0.154,0.008,-92.0,-84.0,-83.0
28.887904,0.972,-0.154,0.006,-92.0,-84.0,-83.0
28.937952,0.984,-0.16,-0.01,-92.0,-84.0,-83.0
28.988,0.972,-0.168,-0.002,-92.0,-84.0,-83.0
29.037856,0.95,-0.16,0.018,-92.0,-84.0,-83.0
29.087904,0.974,-0.154,0.002,-92.0,-84.0,-83.0
29.137952,0.972,-0.152,0.006,-92.0,-84.0,-83.0
29.188,0.958,-0.148,-0.008,-92.0,-84.0,-83.0
29.237856,0.956,-0.154,0.008,-92.0,-85.0,-83.0
29.287904,0.974,-0.154,0.006,-92.0,-85.0,-83.0
29.337952,0.96,-0.154,0.006,-92.0,-85.0,-83.0
29.388,0.962,-0.158,-0.012,-92.0,-85.0,-83.0
29.438856,0.968,-0.146,0.006,-91.0,-87.0,-84.0
29.488904,0.972,-0.146,-0.012,-91.0,-87.0,-84.0
29.538952,0.962,-0.134,0.002,-91.0,-87.0,-84.0
29.589,0.96,-0.136,-0.016,-91.0,-87.0,-84.0
29.638856,0.944,-0.13,-0.026,-89.0,-89.0,-86.0
29.688904,0.974,-0.136,-0.004,-89.0,-89.0,-86.0
29.738952,0.976,-0.144,0.008,-89.0,-89.0,-86.0
29.789,0.976,-0.16,0.008,-89.0,-89.0,-86.0
29.838856,0.96,-0.154,-0.002,-105.0,-96.0,-87.0
29.888904,0.982,-0.168,-0.008,-105.0,-96.0,-87.0
29.938952,0.962,-0.152,-0.004,-105.0,-96.0,-87.0
29.989,0.962,-0.154,-0.008,-105.0,-96.0,-87.0
30.038856,0.942,-0.154,-0.002,-100.0,-89.0,-83.0
30.088904,0.968,-0.152,-0.002,-100.0,-89.0,-83.0
30.138952,0.962,-0.138,0.008,-100.0,-89.0,-83.0
30.189,0.974,-0.13,0.016,-100.0,-89.0,-83.0
30.238856,0.952,-0.142,0.014,-93.0,-87.0,-80.0
30.288904,0.966,-0.136,0.03,-93.0,-87.0,-80.0
30.338952,0.978,-0.154,0.014,-93.0,-87.0,-80.0
30.389,0.966,-0.144,0.012,-93.0,-87.0,-80.0
30.439856,0.978,-0.154,0.008,-91.0,-84.0,-79.0
30.489904,0.976,-0.146,0.024,-91.0,-84.0,-79.0
30.539952,0.982,-0.136,0.022,-91.0,-84.0,-79.0
30.59,0.984,-0.142,0.028,-91.0,-84.0,-79.0
30.639856,0.984,-0.136,0.03,-86.0,-80.0,-79.0
30.689904,0.976,-0.144,0.038,-86.0,-80.0,-79.0
30.739952,0.97,-0.154,0.028,-86.0,-80.0,-79.0
30.79,0.96,-0.162,0.014,-86.0,-80.0,-79.0
30.839856,0.978,-0.154,0.006,-86.0,-79.0,-79.0
30.889904,0.976,-0.154,0.028,-86.0,-79.0,-79.0
30.939952,0.972,-0.152,0.03,-86.0,-79.0,-79.0
30.99,0.974,-0.138,0.024,-86.0,-79.0,-79.0
31.039856,0.966,-0.128,0.03,,-77.0,-80.0
31.089904,0.974,-0.126,0.032,,-77.0,-80.0
31.139952,1.004,-0.132,0.024,,-77.0,-80.0
31.19,1.008,-0.122,0.03,,-77.0,-80.0
31.239856,0.96,-0.128,0.084,-98.0,-77.0,-78.0
31.289904,0.974,-0.136,0.072,-98.0,-77.0,-78.0
31.339952,0.96,-0.154,0.108,-98.0,-77.0,-78.0
31.39,0.946,-0.162,0.072,-98.0,-77.0,-78.0
31.440856,0.944,-0.144,0.05,-89.0,-84.0,-79.0
31.490904,0.94,-0.174,0.046,-89.0,-84.0,-79.0
31.540952,0.934,-0.154,0.006,-89.0,-84.0,-79.0
31.591,0.944,-0.144,0.03,-89.0,-84.0,-79.0
31.640856,0.984,-0.138,0.086,,-84.0,-90.0
31.690904,0.952,-0.048,0.094,,-84.0,-90.0
31.740952,0.94,-0.09,0.08,,-84.0,-90.0
31.791,0.966,-0.104,0.044,,-84.0,-90.0
31.840856,0.968,-0.128,0.018,-101.0,-87.0,-88.0
31.890904,1.01,-0.062,0.044,-101.0,-87.0,-88.0
31.940952,1.014,-0.058,-0.018,-101.0,-87.0,-88.0
31.991,1.008,-0.146,-0.104,-101.0,-87.0,-88.0
32.040856,0.97,-0.104,-0.112,-93.0,-79.0,-87.0
32.090904,0.926,-0.09,-0.148,-93.0,-79.0,-87.0
32.140952,0.888,-0.114,-0.144,-93.0,-79.0,-87.0
32.191,0.896,-0.142,-0.136,-93.0,-79.0,-87.0
32.240856,0.914,-0.156,-0.124,-98.0,-79.0,-84.0
32.290904,0.946,-0.162,-0.178,-98.0,-79.0,-84.0
32.340952,1.004,-0.178,-0.202,-98.0,-79.0,-84.0
32.391,1.008,-0.192,-0.216,-98.0,-79.0,-84.0
32.441856,0.958,-0.186,-0.218,-99.0,-77.0,-85.0
32.491904,0.966,-0.218,-0.186,-99.0,-77.0,-85.0
32.541952,0.972,-0.202,-0.186,-99.0,-77.0,-85.0
32.592,0.982,-0.196,-0.16,-99.0,-77.0,-85.0
32.641856,0.994,-0.186,-0.16,-95.0,-79.0,-89.0
32.691904,0.96,-0.164,-0.176,-95.0,-79.0,-89.0
32.741952,0.934,-0.164,-0.158,-95.0,-79.0,-89.0
32.792,0.912,-0.136,-0.158,-95.0,-79.0,-89.0
32.841856,0.92,-0.126,-0.146,,-81.0,
32.891904,0.94,-0.114,-0.162,,-81.0,
32.941952,0.95,-0.124,-0.178,,-81.0,
32.992,0.952,-0.16,-0.18,,-81.0,
33.041856,0.984,-0.144,-0.2,-97.0,-87.0,-93.0
33.091904,0.964,-0.144,-0.186,-97.0,-87.0,-93.0
33.141952,0.962,-0.136,-0.168,-97.0,-87.0,-93.0
33.192,0.952,-0.128,-0.16,-97.0,-87.0,-93.0
33.241856,0.994,-0.132,-0.136,-95.0,-99.0,-94.0
33.291904,0.96,-0.104,-0.132,-95.0,-99.0,-94.0
33.341952,0.952,-0.122,-0.104,-95.0,-99.0,-94.0
33.392,0.942,-0.152,-0.036,-95.0,-99.0,-94.0
33.442856,0.968,-0.116,0.008,-97.0,-96.0,-91.0
33.492904,1.004,-0.082,0.006,-97.0,-96.0,-91.0
33.542952,1.022,-0.096,0.006,-97.0,-96.0,-91.0
33.593,1.004,-0.114,-0.002,-97.0,-96.0,-91.0
33.642856,0.94,-0.116,0.016,-90.0,-85.0,
33.692904,0.956,-0.152,-0.026,-90.0,-85.0,
33.742952,0.934,-0.13,0.002,-90.0,-85.0,
33.793,0.902,-0.132,0.012,-90.0,-85.0,
33.842856,0.894,-0.142,-0.008,-100.0,-85.0,
33.892904,0.892,-0.164,-0.016,-100.0,-85.0,
33.942952,0.94,-0.178,-0.024,-100.0,-85.0,
33.993,0.944,-0.202,0.002,-100.0,-85.0,
34.042856,0.99,-0.2,0.038,-97.0,-95.0,-102.0
34.092904,1.042,-0.278,0.046,-97.0,-95.0,-102.0
34.142952,1.062,-0.192,-0.002,-97.0,-95.0,-102.0
34.193,1.03,-0.186,-0.032,-97.0,-95.0,-102.0
34.242856,0.972,-0.122,-0.068,-93.0,-81.0,-95.0
34.292904,0.994,-0.096,-0.088,-93.0,-81.0,-95.0
34.342952,0.988,-0.084,-0.13,-93.0,-81.0,-95.0
34.393,0.966,-0.072,-0.148,-93.0,-81.0,-95.0
34.442856,0.92,-0.064,-0.158,-98.0,-83.0,-94.0
34.492904,0.95,-0.058,-0.174,-98.0,-83.0,-94.0
34.542952,0.92,-0.058,-0.168,-98.0,-83.0,-94.0
34.593,0.944,-0.072,-0.164,-98.0,-83.0,-94.0
34.643856,0.946,-0.078,-0.154,-94.0,-84.0,-94.0
34.693904,0.966,-0.09,-0.144,-94.0,-84.0,-94.0
34.743952,0.99,-0.106,-0.16,-94.0,-84.0,-94.0
34.794,0.998,-0.126,-0.154,-94.0,-84.0,-94.0
34.843856,0.976,-0.132,-0.144,-100.0,,-88.0
34.893904,0.978,-0.128,-0.154,-100.0,,-88.0
34.943952,1.004,-0.148,-0.144,-100.0,,-88.0
34.994,0.976,-0.144,-0.132,-100.0,,-88.0
35.043856,1.01,-0.16,-0.168,-88.0,-80.0,-91.0
35.093904,0.992,-0.156,-0.172,-88.0,-80.0,-91.0
35.143952,0.94,-0.154,-0.136,-88.0,-80.0,-91.0
35.194,0.942,-0.158,-0.064,-88.0,-80.0,-91.0
35.243856,0.946,-0.208,0.024,-97.0,-82.0,-92.0
35.293904,0.946,-0.286,0.088,-97.0,-82.0,-92.0
35.343952,0.988,-0.35,0.166,-97.0,-82.0,-92.0
35.394,1.016,-0.37,0.18,-97.0,-82.0,-92.0
35.443856,1.026,-0.39,0.184,-97.0,-86.0,-88.0
35.493904,0.972,-0.356,0.152,-97.0,-86.0,-88.0
35.543952,0.896,-0.288,0.108,-97.0,-86.0,-88.0
35.594,0.854,-0.282,0.07,-97.0,-86.0,-88.0
35.644856,0.844,-0.226,0.056,-93.0,-85.0,-83.0
35.694904,0.828,-0.21,0.062,-93.0,-85.0,-83.0
35.744952,0.85,-0.216,0.07,-93.0,-85.0,-83.0
35.795,0.86,-0.202,0.094,-93.0,-85.0,-83.0
35.844856,0.894,-0.192,0.096,,-80.0,-88.0
35.894904,0.968,-0.178,0.112,,-80.0,-88.0
35.944952,0.988,-0.178,0.11,,-80.0,-88.0
35.995,0.994,-0.19,0.14,,-80.0,-88.0
36.044856,1.004,-0.174,0.12,-94.0,-85.0,-88.0
36.094904,0.984,-0.158,0.112,-94.0,-85.0,-88.0
36.144952,0.976,-0.16,0.078,-94.0,-85.0,-88.0
36.195,0.934,-0.16,0.046,-94.0,-85.0,-88.0
36.244856,0.966,-0.154,0.024,-95.0,-84.0,-81.0
36.294904,0.972,-0.164,-0.002,-95.0,-84.0,-81.0
36.344952,0.944,-0.174,-0.02,-95.0,-84.0,-81.0
36.395,0.952,-0.158,-0.03,-95.0,-84.0,-81.0
36.444856,0.946,-0.144,-0.052,-92.0,-84.0,-79.0
36.494904,0.95,-0.128,-0.094,-92.0,-84.0,-79.0
36.544952,0.978,-0.132,-0.1,-92.0,-84.0,-79.0
36.595,1.014,-0.244,-0.144,-92.0,-84.0,-79.0
36.645856,0.934,-0.296,-0.232,-92.0,-84.0,-88.0
36.695904,0.934,-0.372,-0.226,-92.0,-84.0,-88.0
36.745952,0.952,-0.442,-0.2,-92.0,-84.0,-88.0
36.796,0.984,-0.624,-0.2,-92.0,-84.0,-88.0
36.845856,1.072,-0.808,-0.238,-100.0,-89.0,-83.0
36.895904,1.226,-1.514,-0.372,-100.0,-89.0,-83.0
36.945952,1.26,-1.902,-0.672,-100.0,-89.0,-83.0
36.996,1.368,-2.344,-1.134,-100.0,-89.0,-83.0
37.045856,1.04,-1.658,-0.904,-98.0,-77.0,-80.0
37.095904,0.87,-0.756,-0.778,-98.0,-77.0,-80.0
37.145952,0.696,-0.352,-0.578,-98.0,-77.0,-80.0
37.196,0.242,0.184,-0.24,-98.0,-77.0,-80.0
37.245856,0.014,0.192,0.112,-97.0,-83.0,-82.0
37.295904,-0.098,0.352,0.328,-97.0,-83.0,-82.0
37.345952,-0.136,0.402,0.566,-97.0,-83.0,-82.0
37.396,-0.266,0.294,0.812,-97.0,-83.0,-82.0
37.445856,-0.354,0.248,0.888,,-82.0,-82.0
37.495904,-0.632,0.248,0.716,,-82.0,-82.0
37.545952,-0.626,0.188,0.756,,-82.0,-82.0
37.596,-0.642,0.32,0.748,,-82.0,-82.0
37.646856,-0.66,0.138,0.718,-100.0,-84.0,-82.0
37.696904,-0.66,0.19,0.646,-100.0,-84.0,-82.0
37.746952,-0.68,0.168,0.652,-100.0,-84.0,-82.0
37.797,-0.696,0.184,0.732,-100.0,-84.0,-82.0
37.846856,-0.744,0.038,0.62,,-83.0,-81.0
37.896904,-0.762,-0.024,0.688,,-83.0,-81.0
37.946952,-0.776,-0.018,0.678,,-83.0,-81.0
37.997,-0.808,-0.032,0.614,,-83.0,-81.0
38.046856,-0.778,-0.08,0.684,,-80.0,-82.0
38.096904,-0.784,-0.148,0.748,,-80.0,-82.0
38.146952,-0.832,-0.09,0.638,,-80.0,-82.0
38.197,-0.84,-0.132,0.636,,-80.0,-82.0
38.246856,-0.798,-0.13,0.6,,-84.0,-83.0
38.296904,-0.738,-0.072,0.642,,-84.0,-83.0
38.346952,-0.754,-0.114,0.604,,-84.0,-83.0
38.397,-0.762,-0.116,0.592,,-84.0,-83.0
38.446856,-0.816,-0.154,0.578,,-84.0,-75.0
38.496904,-0.816,-0.088,0.576,,-84.0,-75.0
38.546952,-0.82,-0.142,0.612,,-84.0,-75.0
38.597,-0.816,-0.154,0.598,,-84.0,-75.0
38.646856,-0.814,-0.16,0.574,,-85.0,-76.0
38.696904,-0.816,-0.168,0.572,,-85.0,-76.0
38.746952,-0.84,-0.118,0.6,,-85.0,-76.0
38.797,-0.842,-0.118,0.6,,-85.0,-76.0
38.847856,-0.82,-0.132,0.614,,-87.0,-75.0
38.897904,-0.792,-0.168,0.61,,-87.0,-75.0
38.947952,-0.784,-0.176,0.598,,-87.0,-75.0
38.998,-0.772,-0.186,0.604,,-87.0,-75.0
39.047856,-0.782,-0.122,0.594,,-85.0,-75.0
39.097904,-0.762,-0.132,0.61,,-85.0,-75.0
39.147952,-0.776,-0.126,0.604,,-85.0,-75.0
39.198,-0.77,-0.118,0.624,,-85.0,-75.0
39.247856,-0.776,-0.162,0.63,-96.0,-84.0,-75.0
39.297904,-0.754,-0.142,0.624,-96.0,-84.0,-75.0
39.347952,-0.8,-0.082,0.638,-96.0,-84.0,-75.0
39.398,-0.798,-0.126,0.664,-96.0,-84.0,-75.0
39.447856,-0.794,-0.178,0.646,-95.0,-87.0,-75.0
39.497904,-0.786,-0.148,0.664,-95.0,-87.0,-75.0
39.547952,-0.77,-0.154,0.64,-95.0,-87.0,-75.0
39.598,-0.754,-0.154,0.664,-95.0,-87.0,-75.0
39.647856,-0.75,-0.142,0.64,-96.0,-89.0,-76.0
39.697904,-0.744,-0.138,0.64,-96.0,-89.0,-76.0
39.747952,-0.738,-0.148,0.64,-96.0,-89.0,-76.0
39.798,-0.756,-0.136,0.624,-96.0,-89.0,-76.0
39.848856,-0.756,-0.128,0.64,-96.0,-86.0,-77.0
39.898904,-0.77,-0.104,0.64,-96.0,-86.0,-77.0
39.948952,-0.766,-0.138,0.632,-96.0,-86.0,-77.0
39.999,-0.784,-0.162,0.612,-96.0,-86.0,-77.0
40.048856,-0.776,-0.132,0.614,-101.0,-84.0,-79.0
40.098904,-0.75,-0.168,0.61,-101.0,-84.0,-79.0
40.148952,-0.776,-0.106,0.624,-101.0,-84.0,-79.0
40.199,-0.798,-0.068,0.598,-101.0,-84.0,-79.0
40.248856,-0.8,-0.082,0.604,-104.0,-76.0,-77.0
40.298904,-0.776,-0.05,0.636,-104.0,-76.0,-77.0
40.348952,-0.792,-0.08,0.642,-104.0,-76.0,-77.0
40.399,-0.784,-0.064,0.63,-104.0,-76.0,-77.0
40.448856,-0.738,-0.064,0.604,-94.0,-74.0,-80.0
40.498904,-0.794,-0.14,0.572,-94.0,-74.0,-80.0
40.548952,-0.852,-0.168,0.582,-94.0,-74.0,-80.0
40.599,-0.898,-0.224,0.632,-94.0,-74.0,-80.0
40.648856,-0.866,-0.282,0.678,,-78.0,-85.0
40.698904,-0.826,-0.2,0.71,,-78.0,-85.0
40.748952,-0.802,-0.148,0.718,,-78.0,-85.0
40.799,-0.736,-0.13,0.722,,-78.0,-85.0
40.849856,-0.696,-0.154,0.668,-97.0,-76.0,-84.0
40.899904,-0.56,-0.136,0.728,-97.0,-76.0,-84.0
40.949952,-0.488,-0.094,0.722,-97.0,-76.0,-84.0
41.0,-0.336,-0.066,0.772,-97.0,-76.0,-84.0
41.049856,-0.2,0.102,0.828,-101.0,-89.0,
41.099904,-0.388,0.39,0.43,-101.0,-89.0,
41.149952,-0.458,0.312,0.166,-101.0,-89.0,
41.2,-0.898,-0.128,-0.13,-101.0,-89.0,
41.249856,-1.104,-0.906,-0.058,-98.0,-85.0,-93.0
41.299904,-1.394,-1.674,-0.338,-98.0,-85.0,-93.0
41.349952,-1.192,-1.786,0.216,-98.0,-85.0,-93.0
41.4,-0.818,-1.026,0.638,-98.0,-85.0,-93.0
41.449856,-0.59,-0.75,0.722,-89.0,-88.0,-98.0
41.499904,-0.292,0.14,1.004,-89.0,-88.0,-98.0
41.549952,-0.666,-0.064,0.46,-89.0,-88.0,-98.0
41.6,-0.616,-0.106,0.294,-89.0,-88.0,-98.0
41.649856,-0.798,-0.05,0.304,-88.0,-81.0,-96.0
41.699904,-0.954,0.1,0.24,-88.0,-81.0,-96.0
41.749952,-0.928,-0.01,0.368,-88.0,-81.0,-96.0
41.8,-0.97,0.176,0.27,-88.0,-81.0,-96.0
41.850856,-1.096,-0.036,-0.144,-94.0,-87.0,-83.0
41.900904,-1.038,-0.45,0.198,-94.0,-87.0,-83.0
41.950952,-1.106,-0.082,0.056,-94.0,-87.0,-83.0
42.001,-1.044,-0.068,0.184,-94.0,-87.0,-83.0
42.050856,-0.516,-0.152,0.366,-89.0,-84.0,-83.0
42.100904,-0.514,0.134,0.304,-89.0,-84.0,-83.0
42.150952,-0.638,-0.13,0.356,-89.0,-84.0,-83.0
42.201,-0.754,0.098,0.396,-89.0,-84.0,-83.0
42.250856,-0.912,-0.046,0.488,-92.0,-77.0,-88.0
42.300904,-0.816,-0.002,0.478,-92.0,-77.0,-88.0
42.350952,-0.826,0.062,0.424,-92.0,-77.0,-88.0
42.401,-0.904,0.188,0.44,-92.0,-77.0,-88.0
42.450856,-0.858,-0.116,0.422,-89.0,-82.0,-89.0
42.500904,-0.654,-0.002,0.332,-89.0,-82.0,-89.0
42.550952,-0.506,0.056,0.424,-89.0,-82.0,-89.0
42.601,-0.304,0.152,0.464,-89.0,-82.0,-89.0
42.650856,-0.034,0.12,0.326,-86.0,-81.0,-87.0
42.700904,0.194,-0.168,0.04,-86.0,-81.0,-87.0
42.750952,0.35,-0.58,-0.416,-86.0,-81.0,-87.0
42.801,0.56,-1.176,-0.716,-86.0,-81.0,-87.0
42.851856,0.624,-1.33,-1.088,-94.0,-81.0,-89.0
